date,state,district,age_0_5,age_5_17,age_18_greater
12-09-2025,Karnataka,Haveri *,1,0,0
12-09-2025,Karnataka,Kalaburagi,66,10,1
12-09-2025,Karnataka,Kodagu,8,1,0
12-09-2025,Karnataka,Kolar,62,5,0
12-09-2025,Karnataka,Koppal,59,8,0
12-09-2025,Karnataka,Mandya,29,1,0
12-09-2025,Karnataka,Mysore,31,1,0
12-09-2025,Karnataka,Mysuru,43,8,5
12-09-2025,Karnataka,Raichur,128,41,3
12-09-2025,Karnataka,Ramanagar,33,39,0
12-09-2025,Karnataka,Shimoga,34,1,0
12-09-2025,Karnataka,Shivamogga,32,5,0
12-09-2025,Karnataka,Tumakuru,49,4,3
12-09-2025,Karnataka,Tumkur,51,2,0
12-09-2025,Karnataka,Udupi,63,4,1
12-09-2025,Karnataka,Uttara Kannada,62,2,0
12-09-2025,Karnataka,Vijayanagara,44,4,1
12-09-2025,Karnataka,Vijayapura,117,15,0
12-09-2025,Karnataka,Yadgir,97,30,0
12-09-2025,Karnataka,yadgir,10,5,0
12-09-2025,Kerala,Alappuzha,41,11,0
12-09-2025,Kerala,Ernakulam,64,26,0
12-09-2025,Kerala,Idukki,25,1,0
12-09-2025,Kerala,Kannur,51,21,2
12-09-2025,Kerala,Kasaragod,40,14,0
12-09-2025,Kerala,Kasargod,6,1,0
12-09-2025,Kerala,Kollam,79,19,1
12-09-2025,Kerala,Kottayam,31,12,0
12-09-2025,Kerala,Kozhikode,65,25,1
12-09-2025,Kerala,Malappuram,131,51,1
12-09-2025,Kerala,Palakkad,62,17,1
12-09-2025,Kerala,Pathanamthitta,31,8,0
12-09-2025,Kerala,Thiruvananthapuram,74,22,0
12-09-2025,Kerala,Thrissur,71,28,1
12-09-2025,Kerala,Wayanad,19,6,0
12-09-2025,Ladakh,Kargil,10,2,0
12-09-2025,Ladakh,Leh,1,0,0
12-09-2025,Lakshadweep,Lakshadweep,4,0,0
12-09-2025,Madhya Pradesh,Agar Malwa,26,15,0
12-09-2025,Madhya Pradesh,Alirajpur,30,50,0
12-09-2025,Madhya Pradesh,Anuppur,33,9,0
12-09-2025,Madhya Pradesh,Ashok Nagar,104,50,0
12-09-2025,Madhya Pradesh,Balaghat,109,7,0
12-09-2025,Madhya Pradesh,Barwani,127,56,5
12-09-2025,Madhya Pradesh,Betul,92,17,0
12-09-2025,Madhya Pradesh,Bhind,62,35,7
12-09-2025,Madhya Pradesh,Bhopal,188,17,2
12-09-2025,Madhya Pradesh,Burhanpur,46,21,1
12-09-2025,Madhya Pradesh,Chhatarpur,136,79,1
12-09-2025,Madhya Pradesh,Chhindwara,137,13,1
12-09-2025,Madhya Pradesh,Damoh,142,21,0
12-09-2025,Madhya Pradesh,Datia,125,52,0
12-09-2025,Madhya Pradesh,Dewas,96,42,0
12-09-2025,Madhya Pradesh,Dhar,104,65,0
12-09-2025,Madhya Pradesh,Dindori,34,16,0
12-09-2025,Madhya Pradesh,East Nimar,32,21,0
12-09-2025,Madhya Pradesh,Guna,181,51,0
12-09-2025,Madhya Pradesh,Gwalior,142,52,1
12-09-2025,Madhya Pradesh,Harda,60,10,0
12-09-2025,Madhya Pradesh,Harda *,11,4,0
12-09-2025,Madhya Pradesh,Hoshangabad,229,22,0
12-09-2025,Madhya Pradesh,Indore,175,43,2
12-09-2025,Madhya Pradesh,Jabalpur,198,39,0
12-09-2025,Madhya Pradesh,Jhabua,88,80,0
12-09-2025,Madhya Pradesh,Katni,269,40,1
12-09-2025,Madhya Pradesh,Khandwa,53,18,1
12-09-2025,Madhya Pradesh,Khargone,96,30,7
12-09-2025,Madhya Pradesh,Maihar,3,2,0
12-09-2025,Madhya Pradesh,Mandla,45,8,0
12-09-2025,Madhya Pradesh,Mandsaur,99,24,0
12-09-2025,Madhya Pradesh,Mauganj,11,2,0
12-09-2025,Madhya Pradesh,Morena,116,77,5
12-09-2025,Madhya Pradesh,Narmadapuram,25,4,0
12-09-2025,Madhya Pradesh,Narsimhapur,20,4,0
12-09-2025,Madhya Pradesh,Narsinghpur,95,30,1
12-09-2025,Madhya Pradesh,Neemuch,60,31,0
12-09-2025,Madhya Pradesh,Niwari,1,1,0
12-09-2025,Madhya Pradesh,Panna,164,46,1
12-09-2025,Madhya Pradesh,Raisen,190,23,1
12-09-2025,Madhya Pradesh,Rajgarh,189,51,0
12-09-2025,Madhya Pradesh,Ratlam,113,44,0
12-09-2025,Madhya Pradesh,Rewa,153,30,0
12-09-2025,Madhya Pradesh,Sagar,154,34,0
12-09-2025,Madhya Pradesh,Satna,211,34,0
12-09-2025,Madhya Pradesh,Sehore,55,24,0
12-09-2025,Madhya Pradesh,Seoni,128,7,0
12-09-2025,Madhya Pradesh,Shahdol,92,22,2
12-09-2025,Madhya Pradesh,Shajapur,125,32,2
12-09-2025,Madhya Pradesh,Sheopur,48,45,3
12-09-2025,Madhya Pradesh,Shivpuri,149,107,0
12-09-2025,Madhya Pradesh,Sidhi,87,18,0
12-09-2025,Madhya Pradesh,Singrauli,74,14,0
12-09-2025,Madhya Pradesh,Tikamgarh,96,44,0
12-09-2025,Madhya Pradesh,Ujjain,216,37,0
12-09-2025,Madhya Pradesh,Umaria,60,9,1
12-09-2025,Madhya Pradesh,Vidisha,138,43,0
12-09-2025,Madhya Pradesh,West Nimar,16,5,0
12-09-2025,Maharashtra,Ahmadnagar,119,83,2
12-09-2025,Maharashtra,Ahmed Nagar,3,2,0
12-09-2025,Maharashtra,Akola,87,10,0
12-09-2025,Maharashtra,Amravati,86,35,3
12-09-2025,Maharashtra,Aurangabad,191,90,0
12-09-2025,Maharashtra,Beed,92,38,3
12-09-2025,Maharashtra,Bhandara,44,3,1
12-09-2025,Maharashtra,Bid,8,2,0
12-09-2025,Maharashtra,Buldana,24,2,0
12-09-2025,Maharashtra,Buldhana,99,27,1
12-09-2025,Maharashtra,Chandrapur,57,8,4
12-09-2025,Maharashtra,Chatrapati Sambhaji Nagar,1,5,0
12-09-2025,Maharashtra,Chhatrapati Sambhajinagar,5,5,0
12-09-2025,Maharashtra,Dharashiv,5,0,0
12-09-2025,Maharashtra,Dhule,125,121,0
12-09-2025,Maharashtra,Gadchiroli,33,15,1
12-09-2025,Maharashtra,Gondia,0,1,0
12-09-2025,Maharashtra,Gondiya,66,1,0
12-09-2025,Maharashtra,Hingoli,65,30,2
12-09-2025,Maharashtra,Jalgaon,195,83,2
12-09-2025,Maharashtra,Jalna,88,36,0
12-09-2025,Maharashtra,Kolhapur,124,23,0
12-09-2025,Maharashtra,Latur,100,38,1
12-09-2025,Maharashtra,Mumbai,174,77,1
12-09-2025,Maharashtra,Mumbai City,45,7,1
12-09-2025,Maharashtra,Mumbai Suburban,115,52,4
12-09-2025,Maharashtra,Mumbai( Sub Urban ),7,0,0
12-09-2025,Maharashtra,Nagpur,176,27,2
12-09-2025,Maharashtra,Nanded,136,50,1
12-09-2025,Maharashtra,Nandurbar,101,51,1
12-09-2025,Maharashtra,Nandurbar *,2,1,0
12-09-2025,Maharashtra,Nashik,306,121,2
12-09-2025,Maharashtra,Osmanabad,83,9,0
12-09-2025,Maharashtra,Palghar,119,45,6
12-09-2025,Maharashtra,Parbhani,92,28,0
12-09-2025,Maharashtra,Pune,363,120,3
12-09-2025,Maharashtra,Raigad,30,8,1
12-09-2025,Maharashtra,Raigarh,73,31,0
12-09-2025,Maharashtra,Raigarh(MH),0,3,0
12-09-2025,Maharashtra,Ratnagiri,36,7,1
12-09-2025,Maharashtra,Sangli,94,52,1
12-09-2025,Maharashtra,Satara,58,15,4
12-09-2025,Maharashtra,Sindhudurg,26,0,0
12-09-2025,Maharashtra,Solapur,119,58,0
12-09-2025,Maharashtra,Thane,318,168,4
12-09-2025,Maharashtra,Wardha,42,2,1
12-09-2025,Maharashtra,Washim,26,1,1
12-09-2025,Maharashtra,Washim *,1,0,0
12-09-2025,Maharashtra,Yavatmal,95,21,4
12-09-2025,Manipur,Bishnupur,4,4,0
12-09-2025,Manipur,Chandel,2,4,0
12-09-2025,Manipur,Churachandpur,8,5,0
12-09-2025,Manipur,Imphal East,4,4,0
12-09-2025,Manipur,Imphal West,4,8,0
12-09-2025,Manipur,Jiribam,0,1,0
12-09-2025,Manipur,Kakching,0,1,0
12-09-2025,Manipur,Senapati,5,4,1
12-09-2025,Manipur,Tamenglong,4,10,0
12-09-2025,Manipur,Thoubal,6,5,0
12-09-2025,Manipur,Ukhrul,5,6,0
12-09-2025,Meghalaya,East Garo Hills,4,21,8
12-09-2025,Meghalaya,East Jaintia Hills,1,2,14
12-09-2025,Meghalaya,East Khasi Hills,21,65,48
12-09-2025,Meghalaya,Eastern West Khasi Hills,0,6,0
12-09-2025,Meghalaya,North Garo Hills,3,13,0
12-09-2025,Meghalaya,Ri Bhoi,15,25,19
12-09-2025,Meghalaya,South Garo Hills,4,22,9
12-09-2025,Meghalaya,South West Garo Hills,15,8,4
12-09-2025,Meghalaya,South West Khasi Hills,3,10,8
12-09-2025,Meghalaya,West Garo Hills,35,40,13
12-09-2025,Meghalaya,West Jaintia Hills,8,31,21
12-09-2025,Meghalaya,West Khasi Hills,8,19,13
12-09-2025,Mizoram,Aizawl,9,4,4
12-09-2025,Mizoram,Champhai,5,3,0
12-09-2025,Mizoram,Kolasib,1,0,0
12-09-2025,Mizoram,Lawngtlai,2,1,0
12-09-2025,Mizoram,Lunglei,1,0,0
12-09-2025,Mizoram,Mamit,0,1,0
12-09-2025,Mizoram,Saiha,2,0,1
12-09-2025,Mizoram,Serchhip,1,0,0
12-09-2025,Nagaland,Chumukedima,0,2,5
12-09-2025,Nagaland,Dimapur,5,9,1
12-09-2025,Nagaland,Kiphire,2,2,1
12-09-2025,Nagaland,Kohima,1,5,0
12-09-2025,Nagaland,Longleng,3,2,0
12-09-2025,Nagaland,Meluri,0,1,0
12-09-2025,Nagaland,Mokokchung,1,4,1
12-09-2025,Nagaland,Mon,8,14,3
12-09-2025,Nagaland,Peren,1,2,0
12-09-2025,Nagaland,Phek,8,25,0
12-09-2025,Nagaland,Shamator,0,2,0
12-09-2025,Nagaland,Tseminyu,0,0,1
12-09-2025,Nagaland,Tuensang,1,4,0
12-09-2025,Nagaland,Wokha,1,2,1
12-09-2025,Nagaland,Zunheboto,0,6,0
12-09-2025,Odisha,Angul,55,12,0
12-09-2025,Odisha,Anugul,4,3,0
12-09-2025,Odisha,Balangir,84,11,0
12-09-2025,Odisha,Baleshwar,10,7,0
12-09-2025,Odisha,Baleswar,123,27,0
12-09-2025,Odisha,Bargarh,109,28,0
12-09-2025,Odisha,Baudh,9,0,0
12-09-2025,Odisha,Bhadrak,74,22,0
12-09-2025,Odisha,Boudh,38,4,0
12-09-2025,Odisha,Cuttack,102,28,0
12-09-2025,Odisha,Debagarh,20,2,0
12-09-2025,Odisha,Dhenkanal,59,14,0
12-09-2025,Odisha,Gajapati,38,8,0
12-09-2025,Odisha,Ganjam,116,22,0
12-09-2025,Odisha,JAJPUR,34,12,0
12-09-2025,Odisha,Jagatsinghapur,35,8,0
12-09-2025,Odisha,Jagatsinghpur,6,2,0
12-09-2025,Odisha,Jajapur,30,9,0
12-09-2025,Odisha,Jajpur,0,1,0
12-09-2025,Odisha,Jharsuguda,20,2,0
12-09-2025,Odisha,Kalahandi,87,28,1
12-09-2025,Odisha,Kandhamal,65,9,0
12-09-2025,Odisha,Kendrapara,81,16,0
12-09-2025,Odisha,Kendujhar,105,28,0
12-09-2025,Odisha,Khorda,65,12,0
12-09-2025,Odisha,Khordha,8,2,0
12-09-2025,Odisha,Koraput,83,40,0
12-09-2025,Odisha,Malkangiri,105,23,1
12-09-2025,Odisha,Mayurbhanj,176,50,0
12-09-2025,Odisha,Nabarangapur,82,50,0
12-09-2025,Odisha,Nayagarh,35,3,0
12-09-2025,Odisha,Nuapada,33,12,0
12-09-2025,Odisha,Puri,47,9,0
12-09-2025,Odisha,Rayagada,53,7,1
12-09-2025,Odisha,Sambalpur,31,4,0
12-09-2025,Odisha,Sonapur,41,3,0
12-09-2025,Odisha,Subarnapur,9,2,0
12-09-2025,Odisha,Sundargarh,6,0,0
12-09-2025,Odisha,Sundergarh,74,16,0
12-09-2025,Odisha,jajpur,2,1,0
12-09-2025,Orissa,Anugul,3,0,0
12-09-2025,Orissa,Balangir,6,2,0
12-09-2025,Orissa,Baleshwar,11,1,0
12-09-2025,Orissa,Bargarh,5,0,0
12-09-2025,Orissa,Bhadrak,7,3,0
12-09-2025,Orissa,Cuttack,4,2,0
12-09-2025,Orissa,Debagarh,1,0,0
12-09-2025,Orissa,Dhenkanal,3,0,0
12-09-2025,Orissa,Ganjam,6,2,0
12-09-2025,Orissa,Jagatsinghapur,1,0,0
12-09-2025,Orissa,Jharsuguda,1,0,0
12-09-2025,Orissa,Kandhamal,1,0,0
12-09-2025,Orissa,Kendrapara,1,0,0
12-09-2025,Orissa,Kendujhar,1,0,0
12-09-2025,Orissa,Khordha,8,2,0
12-09-2025,Orissa,Koraput,1,1,0
12-09-2025,Orissa,Nayagarh,1,0,0
12-09-2025,Orissa,Puri,2,1,0
12-09-2025,Orissa,Rayagada,4,1,0
12-09-2025,Orissa,Sambalpur,3,0,0
12-09-2025,Orissa,Sonapur,1,0,0
12-09-2025,Orissa,Sundargarh,1,1,0
12-09-2025,Orissa,Sundergarh,0,1,0
12-09-2025,Pondicherry,Karaikal,4,0,0
12-09-2025,Pondicherry,Pondicherry,12,3,0
12-09-2025,Puducherry,Karaikal,8,1,0
12-09-2025,Puducherry,Puducherry,15,1,0
12-09-2025,Punjab,Amritsar,76,26,0
12-09-2025,Punjab,Barnala,14,1,0
12-09-2025,Punjab,Bathinda,48,7,0
12-09-2025,Punjab,Faridkot,20,2,0
12-09-2025,Punjab,Fatehgarh Sahib,20,1,0
12-09-2025,Punjab,Fazilka,32,9,0
12-09-2025,Punjab,Ferozepur,21,5,0
12-09-2025,Punjab,Firozpur,8,0,0
12-09-2025,Punjab,Gurdaspur,69,9,0
12-09-2025,Punjab,Hoshiarpur,45,6,1
12-09-2025,Punjab,Jalandhar,57,9,0
12-09-2025,Punjab,Kapurthala,17,7,0
12-09-2025,Punjab,Ludhiana,126,27,4
12-09-2025,Punjab,Malerkotla,17,4,0
12-09-2025,Punjab,Mansa,17,0,0
12-09-2025,Punjab,Moga,25,3,0
12-09-2025,Punjab,Muktsar,11,3,0
12-09-2025,Punjab,Pathankot,15,2,0
12-09-2025,Punjab,Patiala,74,10,0
12-09-2025,Punjab,Rupnagar,23,1,0
12-09-2025,Punjab,S.A.S Nagar(Mohali),8,0,0
12-09-2025,Punjab,SAS Nagar (Mohali),58,14,0
12-09-2025,Punjab,Sangrur,27,4,0
12-09-2025,Punjab,Shaheed Bhagat Singh Nagar,21,1,0
12-09-2025,Punjab,Sri Muktsar Sahib,29,5,0
12-09-2025,Punjab,Tarn Taran,40,4,0
12-09-2025,Rajasthan,Ajmer,216,73,1
12-09-2025,Rajasthan,Alwar,260,118,1
12-09-2025,Rajasthan,Banswara,109,61,1
12-09-2025,Rajasthan,Baran,107,52,1
12-09-2025,Rajasthan,Barmer,249,107,0
12-09-2025,Rajasthan,Bharatpur,187,154,1
12-09-2025,Rajasthan,Bhilwara,262,76,3
12-09-2025,Rajasthan,Bikaner,109,87,1
12-09-2025,Rajasthan,Bundi,61,26,0
12-09-2025,Rajasthan,Chittaurgarh,10,1,0
12-09-2025,Rajasthan,Chittorgarh,97,50,0
12-09-2025,Rajasthan,Churu,123,72,0
12-09-2025,Rajasthan,Dausa,95,40,1
12-09-2025,Rajasthan,Dhaulpur,0,1,0
12-09-2025,Rajasthan,Dholpur,104,52,0
12-09-2025,Rajasthan,Dungarpur,89,48,1
12-09-2025,Rajasthan,Ganganagar,77,43,0
12-09-2025,Rajasthan,Hanumangarh,59,33,0
12-09-2025,Rajasthan,Jaipur,356,172,2
12-09-2025,Rajasthan,Jaisalmer,34,17,2
12-09-2025,Rajasthan,Jalor,183,106,0
12-09-2025,Rajasthan,Jhalawar,199,56,0
12-09-2025,Rajasthan,Jhunjhunu,6,6,0
12-09-2025,Rajasthan,Jhunjhunun,115,44,0
12-09-2025,Rajasthan,Jodhpur,205,106,3
12-09-2025,Rajasthan,Karauli,122,58,2
12-09-2025,Rajasthan,Kota,114,28,1
12-09-2025,Rajasthan,Nagaur,238,97,1
12-09-2025,Rajasthan,Pali,170,67,1
12-09-2025,Rajasthan,Pratapgarh,72,28,1
12-09-2025,Rajasthan,Rajsamand,74,41,0
12-09-2025,Rajasthan,Sawai Madhopur,105,40,0
12-09-2025,Rajasthan,Sikar,216,84,0
12-09-2025,Rajasthan,Sirohi,103,66,0
12-09-2025,Rajasthan,Tonk,101,39,0
12-09-2025,Rajasthan,Udaipur,189,118,0
12-09-2025,Sikkim,East,9,2,0
12-09-2025,Sikkim,East Sikkim,3,3,0
12-09-2025,Sikkim,North Sikkim,0,2,0
12-09-2025,Sikkim,South,3,3,0
12-09-2025,Sikkim,South Sikkim,3,1,0
12-09-2025,Sikkim,West,0,3,1
12-09-2025,Sikkim,West Sikkim,3,1,0
12-09-2025,Tamil Nadu,Ariyalur,25,5,0
12-09-2025,Tamil Nadu,Chengalpattu,9,1,1
12-09-2025,Tamil Nadu,Chennai,136,34,1
12-09-2025,Tamil Nadu,Coimbatore,151,34,1
12-09-2025,Tamil Nadu,Cuddalore,114,23,0
12-09-2025,Tamil Nadu,Dharmapuri,89,21,0
12-09-2025,Tamil Nadu,Dindigul,129,37,0
12-09-2025,Tamil Nadu,Erode,107,22,0
12-09-2025,Tamil Nadu,Kallakurichi,6,0,0
12-09-2025,Tamil Nadu,Kancheepuram,147,55,1
12-09-2025,Tamil Nadu,Kanniyakumari,32,3,0
12-09-2025,Tamil Nadu,Kanyakumari,36,2,0
12-09-2025,Tamil Nadu,Karur,59,14,1
12-09-2025,Tamil Nadu,Krishnagiri,101,14,0
12-09-2025,Tamil Nadu,Madurai,169,15,0
12-09-2025,Tamil Nadu,Mayiladuthurai,7,0,0
12-09-2025,Tamil Nadu,Nagapattinam,64,12,0
12-09-2025,Tamil Nadu,Namakkal,65,9,0
12-09-2025,Tamil Nadu,Perambalur,39,4,0
12-09-2025,Tamil Nadu,Pudukkottai,94,26,0
12-09-2025,Tamil Nadu,Ramanathapuram,65,12,0
12-09-2025,Tamil Nadu,Salem,135,25,1
12-09-2025,Tamil Nadu,Sivaganga,60,6,0
12-09-2025,Tamil Nadu,Tenkasi,12,4,0
12-09-2025,Tamil Nadu,Thanjavur,100,29,0
12-09-2025,Tamil Nadu,The Nilgiris,44,8,0
12-09-2025,Tamil Nadu,Theni,36,7,0
12-09-2025,Tamil Nadu,Thiruvallur,3,0,0
12-09-2025,Tamil Nadu,Thiruvarur,57,13,0
12-09-2025,Tamil Nadu,Thoothukkudi,85,14,0
12-09-2025,Tamil Nadu,Tiruchirappalli,211,22,0
12-09-2025,Tamil Nadu,Tirunelveli,168,23,0
12-09-2025,Tamil Nadu,Tirupathur,1,0,0
12-09-2025,Tamil Nadu,Tirupattur,22,2,0
12-09-2025,Tamil Nadu,Tiruppur,101,14,0
12-09-2025,Tamil Nadu,Tiruvallur,116,40,0
12-09-2025,Tamil Nadu,Tiruvannamalai,122,15,0
12-09-2025,Tamil Nadu,Vellore,110,27,0
12-09-2025,Tamil Nadu,Villupuram,67,13,0
12-09-2025,Tamil Nadu,Viluppuram,61,8,0
12-09-2025,Tamil Nadu,Virudhunagar,93,15,0
12-09-2025,Telangana,Adilabad,62,16,0
12-09-2025,Telangana,Bhadradri Kothagudem,50,9,0
12-09-2025,Telangana,Hanumakonda,15,1,0
12-09-2025,Telangana,Hyderabad,187,63,5
12-09-2025,Telangana,Jagitial,37,7,0
12-09-2025,Telangana,Jangaon,2,0,0
12-09-2025,Telangana,Jangoan,22,3,0
12-09-2025,Telangana,Jayashankar Bhupalpally,13,4,0
12-09-2025,Telangana,Jogulamba Gadwal,36,6,0
12-09-2025,Telangana,K.v. Rangareddy,285,69,4
12-09-2025,Telangana,Kamareddy,43,4,0
12-09-2025,Telangana,Karimnagar,131,20,0
12-09-2025,Telangana,Khammam,66,25,1
12-09-2025,Telangana,Komaram Bheem,18,2,0
12-09-2025,Telangana,Mahabubabad,32,6,0
12-09-2025,Telangana,Mahabubnagar,176,59,0
12-09-2025,Telangana,Mancherial,22,1,0
12-09-2025,Telangana,Medak,143,35,0
12-09-2025,Telangana,Medchal-malkajgiri,50,9,1
12-09-2025,Telangana,Medchal−malkajgiri,9,1,0
12-09-2025,Telangana,Mulugu,18,8,0
12-09-2025,Telangana,Nagarkurnool,33,11,0
12-09-2025,Telangana,Nalgonda,124,40,0
12-09-2025,Telangana,Narayanpet,37,6,0
12-09-2025,Telangana,Nirmal,27,4,0
12-09-2025,Telangana,Nizamabad,127,21,0
12-09-2025,Telangana,Peddapalli,16,1,0
12-09-2025,Telangana,Rajanna Sircilla,15,1,0
12-09-2025,Telangana,Rangareddy,4,2,0
12-09-2025,Telangana,Sangareddy,35,7,0
12-09-2025,Telangana,Siddipet,31,0,0
12-09-2025,Telangana,Suryapet,35,7,0
12-09-2025,Telangana,Vikarabad,58,13,0
12-09-2025,Telangana,Wanaparthy,26,9,0
12-09-2025,Telangana,Warangal,47,12,0
12-09-2025,Telangana,Warangal Rural,17,0,0
12-09-2025,Telangana,Warangal Urban,9,0,0
12-09-2025,Telangana,Yadadri.,21,8,0
12-09-2025,Tripura,Dhalai,19,11,0
12-09-2025,Tripura,Gomati,11,7,0
12-09-2025,Tripura,Khowai,1,3,0
12-09-2025,Tripura,North Tripura,19,10,0
12-09-2025,Tripura,Sepahijala,14,6,0
12-09-2025,Tripura,South Tripura,20,9,0
12-09-2025,Tripura,Unakoti,5,1,0
12-09-2025,Tripura,West Tripura,29,8,0
12-09-2025,Uttar Pradesh,Agra,152,143,3
12-09-2025,Uttar Pradesh,Aligarh,120,137,3
12-09-2025,Uttar Pradesh,Allahabad,160,125,0
12-09-2025,Uttar Pradesh,Ambedkar Nagar,86,87,0
12-09-2025,Uttar Pradesh,Amethi,91,104,0
12-09-2025,Uttar Pradesh,Amroha,70,33,2
12-09-2025,Uttar Pradesh,Auraiya,52,31,0
12-09-2025,Uttar Pradesh,Ayodhya,19,8,0
12-09-2025,Uttar Pradesh,Azamgarh,92,244,0
12-09-2025,Uttar Pradesh,Baghpat,41,76,2
12-09-2025,Uttar Pradesh,Bahraich,155,218,14
12-09-2025,Uttar Pradesh,Ballia,64,85,0
12-09-2025,Uttar Pradesh,Balrampur,40,56,0
12-09-2025,Uttar Pradesh,Banda,56,72,0
12-09-2025,Uttar Pradesh,Bara Banki,112,54,1
12-09-2025,Uttar Pradesh,Barabanki,6,8,0
12-09-2025,Uttar Pradesh,Bareilly,196,140,2
12-09-2025,Uttar Pradesh,Basti,68,143,0
12-09-2025,Uttar Pradesh,Bhadohi,3,6,0
12-09-2025,Uttar Pradesh,Bijnor,141,71,1
12-09-2025,Uttar Pradesh,Budaun,134,145,9
12-09-2025,Uttar Pradesh,Bulandshahar,2,5,0
12-09-2025,Uttar Pradesh,Bulandshahr,138,144,1
12-09-2025,Uttar Pradesh,Chandauli,66,70,1
12-09-2025,Uttar Pradesh,Chitrakoot,35,40,0
12-09-2025,Uttar Pradesh,Deoria,102,95,1
12-09-2025,Uttar Pradesh,Etah,48,43,0
12-09-2025,Uttar Pradesh,Etawah,76,58,0
12-09-2025,Uttar Pradesh,Faizabad,90,58,0
12-09-2025,Uttar Pradesh,Farrukhabad,39,67,1
12-09-2025,Uttar Pradesh,Fatehpur,98,106,1
12-09-2025,Uttar Pradesh,Firozabad,96,82,1
12-09-2025,Uttar Pradesh,Gautam Buddha Nagar,58,80,2
12-09-2025,Uttar Pradesh,Ghaziabad,144,155,4
12-09-2025,Uttar Pradesh,Ghazipur,130,166,0
12-09-2025,Uttar Pradesh,Gonda,82,133,4
12-09-2025,Uttar Pradesh,Gorakhpur,93,118,0
12-09-2025,Uttar Pradesh,Hamirpur,37,21,1
12-09-2025,Uttar Pradesh,Hapur,49,28,0
12-09-2025,Uttar Pradesh,Hardoi,162,154,3
12-09-2025,Uttar Pradesh,Hathras,53,42,0
12-09-2025,Uttar Pradesh,Jalaun,40,52,1
12-09-2025,Uttar Pradesh,Jaunpur,84,191,0
12-09-2025,Uttar Pradesh,Jhansi,85,68,2
12-09-2025,Uttar Pradesh,Jyotiba Phule Nagar,1,0,0
12-09-2025,Uttar Pradesh,Kannauj,56,54,0
12-09-2025,Uttar Pradesh,Kanpur Dehat,66,66,0
12-09-2025,Uttar Pradesh,Kanpur Nagar,132,146,2
12-09-2025,Uttar Pradesh,Kasganj,43,26,3
12-09-2025,Uttar Pradesh,Kaushambi,69,69,0
12-09-2025,Uttar Pradesh,Kheri,137,198,4
12-09-2025,Uttar Pradesh,Kushinagar,74,97,0
12-09-2025,Uttar Pradesh,Lalitpur,80,30,1
12-09-2025,Uttar Pradesh,Lucknow,169,166,1
12-09-2025,Uttar Pradesh,Maharajganj,55,148,3
12-09-2025,Uttar Pradesh,Mahoba,37,27,2
12-09-2025,Uttar Pradesh,Mainpuri,85,120,2
12-09-2025,Uttar Pradesh,Mathura,73,82,1
12-09-2025,Uttar Pradesh,Mau,41,118,0
12-09-2025,Uttar Pradesh,Meerut,144,105,4
12-09-2025,Uttar Pradesh,Mirzapur,66,139,0
12-09-2025,Uttar Pradesh,Moradabad,152,37,0
12-09-2025,Uttar Pradesh,Muzaffarnagar,102,66,0
12-09-2025,Uttar Pradesh,Pilibhit,66,41,0
12-09-2025,Uttar Pradesh,Pratapgarh,136,100,1
12-09-2025,Uttar Pradesh,Prayagraj,28,11,2
12-09-2025,Uttar Pradesh,Rae Bareli,97,84,0
12-09-2025,Uttar Pradesh,Rampur,72,53,0
12-09-2025,Uttar Pradesh,Saharanpur,158,66,0
12-09-2025,Uttar Pradesh,Sambhal,65,69,1
12-09-2025,Uttar Pradesh,Sant Kabir Nagar,38,66,0
12-09-2025,Uttar Pradesh,Sant Ravidas Nagar,51,63,0
12-09-2025,Uttar Pradesh,Shahjahanpur,108,96,7
12-09-2025,Uttar Pradesh,Shamli,82,54,0
12-09-2025,Uttar Pradesh,Shrawasti,33,71,1
12-09-2025,Uttar Pradesh,Siddharthnagar,67,116,11
12-09-2025,Uttar Pradesh,Sitapur,171,207,6
12-09-2025,Uttar Pradesh,Sonbhadra,60,42,2
12-09-2025,Uttar Pradesh,Sultanpur,87,104,0
12-09-2025,Uttar Pradesh,Unnao,87,102,1
12-09-2025,Uttar Pradesh,Varanasi,95,146,0
12-09-2025,Uttarakhand,Almora,13,0,0
12-09-2025,Uttarakhand,Bageshwar,5,1,0
12-09-2025,Uttarakhand,Chamoli,25,1,0
12-09-2025,Uttarakhand,Champawat,9,1,0
12-09-2025,Uttarakhand,Dehradun,81,20,0
12-09-2025,Uttarakhand,Garhwal,2,0,0
12-09-2025,Uttarakhand,Hardwar,3,1,0
12-09-2025,Uttarakhand,Haridwar,61,22,0
12-09-2025,Uttarakhand,Nainital,38,10,1
12-09-2025,Uttarakhand,Pauri Garhwal,43,1,0
12-09-2025,Uttarakhand,Pithoragarh,7,1,0
12-09-2025,Uttarakhand,Rudraprayag,8,0,0
12-09-2025,Uttarakhand,Tehri Garhwal,40,9,0
12-09-2025,Uttarakhand,Udham Singh Nagar,97,29,0
12-09-2025,Uttarakhand,Uttarkashi,7,6,0
12-09-2025,West  Bengal,Hooghly,1,0,0
12-09-2025,West Bengal,Alipurduar,18,3,2
12-09-2025,West Bengal,Bankura,201,51,1
12-09-2025,West Bengal,Barddhaman,243,45,0
12-09-2025,West Bengal,Bardhaman,26,8,0
12-09-2025,West Bengal,Birbhum,177,28,1
12-09-2025,West Bengal,Cooch Behar,85,43,2
